2019-07-01 1:35:12,22.55,69.88
2019-07-01 1:35:13,25.56,68.78
2019-07-01 1:35:14,25.22,70.75
2019-07-01 1:35:15,24.88,54.03
2019-07-01 1:35:16,29.12,63.05
2019-07-01 1:35:17,21.19,61.82
2019-07-01 1:35:18,30.66,90.62
2019-07-01 1:35:19,28.03,53.16
2019-07-01 1:35:20,27.80,92.24
2019-07-01 1:35:21,28.26,71.61
2019-07-01 1:35:22,30.31,67.96
2019-07-01 1:35:23,24.52,82.39
2019-07-01 1:35:24,26.41,57.00
2019-07-01 1:35:25,24.70,54.44
2019-07-01 1:35:26,22.31,75.65
2019-07-01 1:35:27,28.73,64.16
2019-07-01 1:35:28,20.64,51.10
2019-07-01 1:35:29,30.20,67.50
2019-07-01 1:35:30,26.91,53.77
2019-07-01 1:35:31,26.81,56.97
2019-07-01 1:35:32,25.41,74.73
